0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 [0.029129129129129128, -0.07297297297297298, -0.0917917917917918, 0.08458458458458458, -0.02812812812812813, 0.010110110110110116, -0.06816816816816818, -0.05915915915915916, -0.00830830830830831, 0.013913913913913924, -0.018318318318318316, 0.07357357357357357, 0.06696696696696695, 0.030530530530530522, 0.035535535535535547, 0.07237237237237237, -0.00730730730730731, -0.021521521521521526, -0.07377377377377378, -0.07417417417417418] [0.03793793793793794, 0.07237237237237237, -0.090990990990991, -0.08738738738738738, -0.07977977977977979, -0.016716716716716717, -0.008508508508508506, -0.051551551551551555, 0.023123123123123125, -0.026126126126126126, 0.05995995995995995, -0.0019019019019019035, -0.06696696696696697, 0.02812812812812813, -0.05655655655655656, -0.011311311311311313, -0.07817817817817818, 0.03373373373373374, -0.08998998998999, 0.028328328328328323]
2 [0.019019019019019014, -0.01481481481481483, -0.1795795795795796, 0.05925925925925926, -0.1023023023023023, 0.007207207207207212, -0.07607607607607608, -0.11991991991991992, -0.05705705705705706, 0.10370370370370371, 0.056856856856856874, 0.11111111111111112, 0.13653653653653652, -0.018618618618618632, 0.04524524524524525, 0.06886886886886887, 0.011611611611611616, 0.026626626626626616, -0.07327327327327328, 0.016416416416416404] [0.11831831831831832, 0.13193193193193192, -0.13813813813813816, -0.16936936936936936, -0.030230230230230234, -0.0846846846846847, -0.038038038038038034, 0.007407407407407397, 0.0922922922922923, -0.022422422422422428, -0.03903903903903905, -0.08928928928928928, -0.06486486486486485, 0.05305305305305306, -0.1069069069069069, -0.0998998998998999, -0.02362362362362362, 0.05905905905905906, -0.14794794794794797, 0.014014014014014009]
3 [0.055355355355355344, 0.059759759759759744, -0.1776776776776777, 0.06756756756756757, -0.1850850850850851, -0.05215215215215216, -0.0827827827827828, -0.1006006006006006, -0.07317317317317318, 0.16966966966966968, 0.06216216216216218, 0.19029029029029032, 0.10820820820820819, 0.03013013013013012, 0.003503503503503501, -0.02052052052052053, -0.02132132132132132, -0.07197197197197198, 0.010910910910910912, 0.1066066066066066] [0.11281281281281282, 0.23013013013013012, -0.22372372372372376, -0.09879879879879878, -0.12862862862862864, 0.007907907907907893, -0.0851851851851852, 0.02692692692692691, 0.12182182182182182, -0.06936936936936938, -0.08258258258258258, -0.16486486486486485, -0.13063063063063063, 0.020920920920920925, -0.18228228228228227, -0.1778778778778779, 0.06956956956956957, 0.14944944944944943, -0.09619619619619621, -0.01671671671671672]
4 [0.0124124124124124, 0.09349349349349348, -0.20960960960960964, 0.03903903903903904, -0.0968968968968969, -0.03903903903903904, -0.09489489489489492, -0.14874874874874874, -0.13973973973973974, 0.18218218218218218, 0.012412412412412428, 0.24344344344344346, 0.06446446446446444, -0.06706706706706708, 0.08488488488488488, 0.02702702702702703, 0.007807807807807807, -0.04604604604604605, 0.03423423423423423, 0.14194194194194193] [0.14774774774774774, 0.23283283283283282, -0.20980980980980984, -0.034034034034034016, -0.06546546546546547, -0.06806806806806809, -0.03183183183183183, 0.09389389389389387, 0.17017017017017017, -0.002602602602602616, -0.17237237237237238, -0.17417417417417416, -0.1981981981981982, 0.01441441441441442, -0.2602602602602603, -0.2682682682682683, 0.06666666666666667, 0.1393393393393393, -0.11231231231231233, -0.06146146146146147]
5 [0.1084084084084084, 0.17747747747747747, -0.1702702702702703, 0.06556556556556556, -0.0945945945945946, 0.04454454454454455, -0.00610610610610611, -0.07177177177177176, -0.17287287287287287, 0.16146146146146145, -0.06876876876876875, 0.24314314314314314, 0.10760760760760757, -0.023523523523523528, 0.018918918918918906, 0.059959959959959966, -0.06056056056056057, -0.12782782782782784, 0.022922922922922917, 0.17327327327327324] [0.24274274274274274, 0.15005005005005004, -0.18148148148148152, -0.06976976976976976, -0.014114114114114111, -0.02652652652652654, -0.08798798798798799, -0.0029029029029029457, 0.22192192192192192, 0.005705705705705694, -0.26136136136136134, -0.2577577577577578, -0.18468468468468469, -0.015915915915915915, -0.2787787787787788, -0.36446446446446445, 0.14484484484484483, 0.03973973973973971, -0.1686686686686687, -0.012512512512512522]
6 [0.16576576576576577, 0.16496496496496496, -0.22762762762762767, 0.1155155155155155, -0.1735735735735736, -0.020820820820820825, -0.01441441441441442, -0.05445445445445444, -0.25085085085085085, 0.2202202202202202, 0.024824824824824843, 0.17657657657657658, 0.09869869869869866, 0.023023023023023025, -0.004004004004004025, 0.15635635635635636, -0.11271271271271273, -0.17217217217217218, 0.07447447447447447, 0.24924924924924924] [0.14814814814814814, 0.09629629629629628, -0.2654654654654655, -0.06006006006006005, 0.0014014014014014, -0.0802802802802803, -0.02602602602602603, -0.02242242242242247, 0.25385385385385384, 0.003203203203203192, -0.214014014014014, -0.1737737737737738, -0.206006006006006, -0.007207207207207213, -0.3603603603603604, -0.3115115115115115, 0.16536536536536534, 0.04604604604604602, -0.22942942942942945, -0.043243243243243246]
7 [0.2115115115115115, 0.15565565565565564, -0.1310310310310311, 0.06916916916916915, -0.20350350350350352, 0.033133133133133125, 0.06296296296296296, -0.09319319319319319, -0.3014014014014014, 0.1402402402402402, 0.06536536536536539, 0.09719719719719719, 0.17267267267267264, 0.05675675675675677, -0.05735735735735739, 0.12782782782782784, -0.10240240240240242, -0.22752752752752753, 0.007907907907907907, 0.2381381381381381] [0.054754754754754734, 0.05315315315315313, -0.1794794794794795, -0.14564564564564564, -0.08218218218218219, -0.14124124124124127, -0.055355355355355365, -0.019319319319319357, 0.2715715715715715, -0.06276276276276278, -0.25895895895895893, -0.15465465465465467, -0.14704704704704705, -0.05355355355355357, -0.3970970970970971, -0.2883883883883884, 0.15265265265265263, 0.0253253253253253, -0.1752752752752753, -0.08338338338338339]
8 [0.2986986986986987, 0.2256256256256256, -0.1545545545545546, 0.09509509509509509, -0.1653653653653654, 0.053853853853853835, 0.018418418418418417, -0.0974974974974975, -0.3219219219219219, 0.0468468468468468, 0.0934934934934935, 0.06106106106106105, 0.2582582582582582, 0.12512512512512514, 0.0026026026026025606, 0.16096096096096096, -0.19239239239239242, -0.16136136136136137, -0.06606606606606606, 0.27427427427427425] [0.1143143143143143, 0.06886886886886884, -0.1907907907907908, -0.10870870870870869, -0.16256256256256257, -0.05245245245245246, -0.07547547547547549, -0.026826826826826862, 0.3255255255255255, -0.14894894894894897, -0.19739739739739737, -0.055855855855855854, -0.22922922922922923, -0.010810810810810818, -0.46166166166166167, -0.38038038038038036, 0.10690690690690688, -0.035035035035035064, -0.08008008008008011, -0.15915915915915918]
9 [0.2539539539539539, 0.19909909909909906, -0.11521521521521527, 0.004904904904904889, -0.12222222222222226, 0.1124124124124124, 0.08578578578578579, -0.0025025025025025016, -0.38868868868868867, 0.0009009009009008501, 0.15505505505505507, 0.08378378378378379, 0.2407407407407407, 0.11721721721721723, 0.06776776776776773, 0.1758758758758759, -0.20050050050050053, -0.06136136136136136, -0.16426426426426427, 0.3242242242242242] [0.07357357357357355, 0.16206206206206203, -0.22672672672672675, -0.1264264264264264, -0.09819819819819821, -0.05275275275275276, -0.13263263263263264, 0.043743743743743714, 0.27377377377377377, -0.1636636636636637, -0.28518518518518515, 0.03713713713713715, -0.12942942942942942, -0.024924924924924936, -0.3804804804804805, -0.4281281281281281, 0.05655655655655653, 0.008908908908908879, -0.08818818818818822, -0.15465465465465467]
10 [0.2232232232232232, 0.10290290290290287, -0.11071071071071077, -0.0882882882882883, -0.1673673673673674, 0.17677677677677678, 0.0900900900900901, 0.025425425425425432, -0.45965965965965966, 0.0558558558558558, 0.2534534534534535, 0.18118118118118118, 0.3273273273273273, 0.06846846846846848, 0.010210210210210166, 0.16896896896896899, -0.14614614614614616, -0.08848848848848849, -0.12732732732732732, 0.2944944944944945] [0.08788788788788787, 0.1291291291291291, -0.14874874874874877, -0.07567567567567565, -0.08528528528528528, -0.05605605605605607, -0.19679679679679682, 0.007607607607607578, 0.1971971971971972, -0.06586586586586589, -0.36336336336336333, -0.014814814814814802, -0.11411411411411411, -0.03823823823823825, -0.418018018018018, -0.4858858858858859, 0.07967967967967965, 0.05765765765765763, -0.09329329329329332, -0.13193193193193192]
